type,duration,date,startTime,endTime,nemTime,quality,kwh,perKwh,channelType,channelIdentifier,cost,renewables,spotPerKwh,spikeStatus,tariffInformation,descriptor
Usage,30,2025-01-01,2024-12-31T23:30:01Z,2025-01-01T00:00:00Z,2025-01-01T10:00:00+10:00,billable,0.204,12.71502,general,E1,2.5939,82.87,-3.59853,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-01,2025-01-01T00:00:01Z,2025-01-01T00:30:00Z,2025-01-01T10:30:00+10:00,billable,0.402,12.53872,general,E1,5.0406,82.073,-3.76669,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-01,2025-01-01T00:30:01Z,2025-01-01T01:00:00Z,2025-01-01T11:00:00+10:00,billable,0.78,12.5835,general,E1,9.8151,82.287,-3.72398,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-01,2025-01-01T01:00:01Z,2025-01-01T01:30:00Z,2025-01-01T11:30:00+10:00,billable,0.152,12.80185,general,E1,1.9459,84.894,-3.51571,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-01,2025-01-01T01:30:01Z,2025-01-01T02:00:00Z,2025-01-01T12:00:00+10:00,billable,0.487,12.83992,general,E1,6.253,85.785,-3.4794,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-01,2025-01-01T02:00:01Z,2025-01-01T02:30:00Z,2025-01-01T12:30:00+10:00,billable,0.308,17.425,general,E1,5.3669,85.773,0.89393,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T02:30:01Z,2025-01-01T03:00:00Z,2025-01-01T13:00:00+10:00,billable,0.169,14.7256,general,E1,2.4886,83.711,-1.68081,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-01,2025-01-01T03:00:01Z,2025-01-01T03:30:00Z,2025-01-01T13:30:00+10:00,billable,0.157,19.3139,general,E1,3.0323,81.798,2.69559,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T03:30:01Z,2025-01-01T04:00:00Z,2025-01-01T14:00:00+10:00,billable,0.155,25.16127,general,E1,3.9,75.801,8.27291,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T04:00:01Z,2025-01-01T04:30:00Z,2025-01-01T14:30:00+10:00,billable,0.188,24.74067,general,E1,4.6512,74.57000000000001,7.87173,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T04:30:01Z,2025-01-01T05:00:00Z,2025-01-01T15:00:00+10:00,billable,0.19,26.92803,general,E1,5.1163,71.451,9.95807,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T05:00:01Z,2025-01-01T05:30:00Z,2025-01-01T15:30:00+10:00,billable,0.186,26.82506,general,E1,4.9895,63.466,9.85986,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T05:30:01Z,2025-01-01T06:00:00Z,2025-01-01T16:00:00+10:00,billable,0.168,27.3924,general,E1,4.6019,57.457,10.401,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T06:00:01Z,2025-01-01T06:30:00Z,2025-01-01T16:30:00+10:00,billable,0.126,28.23965,general,E1,3.5582,50.298,11.20912,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T06:30:01Z,2025-01-01T07:00:00Z,2025-01-01T17:00:00+10:00,billable,0.1,30.30751,general,E1,3.0308,48.583,13.18148,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T07:00:01Z,2025-01-01T07:30:00Z,2025-01-01T17:30:00+10:00,billable,0.108,28.17302,general,E1,3.0427,44.355,11.14556,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T07:30:01Z,2025-01-01T08:00:00Z,2025-01-01T18:00:00+10:00,billable,0.141,28.88928,general,E1,4.0734,35.248000000000005,11.82874,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T08:00:01Z,2025-01-01T08:30:00Z,2025-01-01T18:30:00+10:00,billable,0.133,30.96741,general,E1,4.1187,22.552,13.8109,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T08:30:01Z,2025-01-01T09:00:00Z,2025-01-01T19:00:00+10:00,billable,0.19,36.17859,general,E1,6.8739,11.265,18.78141,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",low
Usage,30,2025-01-01,2025-01-01T09:00:01Z,2025-01-01T09:30:00Z,2025-01-01T19:30:00+10:00,billable,0.215,30.1417,general,E1,6.4805,7.625,13.02332,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T09:30:01Z,2025-01-01T10:00:00Z,2025-01-01T20:00:00+10:00,billable,0.373,26.66782,general,E1,9.9471,8.751000000000001,9.70988,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-01,2025-01-01T10:00:01Z,2025-01-01T10:30:00Z,2025-01-01T20:30:00+10:00,billable,0.349,26.55226,general,E1,9.2667,9.863,9.59966,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T10:30:01Z,2025-01-01T11:00:00Z,2025-01-01T21:00:00+10:00,billable,0.307,24.74312,general,E1,7.5961,11.552,7.87407,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T11:00:01Z,2025-01-01T11:30:00Z,2025-01-01T21:30:00+10:00,billable,0.34,26.9545,general,E1,9.1645,12.44,9.98332,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T11:30:01Z,2025-01-01T12:00:00Z,2025-01-01T22:00:00+10:00,billable,0.849,25.83088,general,E1,21.9304,13.979,8.91159,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T12:00:01Z,2025-01-01T12:30:00Z,2025-01-01T22:30:00+10:00,billable,0.844,54.98806,general,E1,46.4099,15.026,36.72219,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",high
Usage,30,2025-01-01,2025-01-01T12:30:01Z,2025-01-01T13:00:00Z,2025-01-01T23:00:00+10:00,billable,0.845,26.62651,general,E1,22.4994,15.548,9.67048,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T13:00:01Z,2025-01-01T13:30:00Z,2025-01-01T23:30:00+10:00,billable,0.856,28.63595,general,E1,24.5124,15.842999999999998,11.58711,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-01,2025-01-01T13:30:01Z,2025-01-01T14:00:00Z,2025-01-02T00:00:00+10:00,billable,0.378,26.84989,general,E1,10.1493,15.714,9.88354,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T14:00:01Z,2025-01-01T14:30:00Z,2025-01-02T00:30:00+10:00,billable,0.204,26.33437,general,E1,5.3722,16.005,9.39183,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T14:30:01Z,2025-01-01T15:00:00Z,2025-01-02T01:00:00+10:00,billable,0.211,25.38693,general,E1,5.3566,16.686,8.48815,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T15:00:01Z,2025-01-01T15:30:00Z,2025-01-02T01:30:00+10:00,billable,0.187,25.68257,general,E1,4.8026,17.119,8.77013,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T15:30:01Z,2025-01-01T16:00:00Z,2025-01-02T02:00:00+10:00,billable,0.177,25.34984,general,E1,4.4869,17.96,8.45277,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T16:00:01Z,2025-01-01T16:30:00Z,2025-01-02T02:30:00+10:00,billable,0.173,25.25066,general,E1,4.3684,19.070999999999998,8.35817,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T16:30:01Z,2025-01-01T17:00:00Z,2025-01-02T03:00:00+10:00,billable,0.177,25.25258,general,E1,4.4697,19.063,8.36,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T17:00:01Z,2025-01-01T17:30:00Z,2025-01-02T03:30:00+10:00,billable,0.169,25.25258,general,E1,4.2677,18.47,8.36,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T17:30:01Z,2025-01-01T18:00:00Z,2025-01-02T04:00:00+10:00,billable,0.162,25.25258,general,E1,4.0909,18.313,8.36,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T18:00:01Z,2025-01-01T18:30:00Z,2025-01-02T04:30:00+10:00,billable,0.168,25.24681,general,E1,4.2415,18.423000000000002,8.3545,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T18:30:01Z,2025-01-01T19:00:00Z,2025-01-02T05:00:00+10:00,billable,0.167,24.99258,general,E1,4.1738,19.17,8.11201,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T19:00:01Z,2025-01-01T19:30:00Z,2025-01-02T05:30:00+10:00,billable,0.222,25.14296,general,E1,5.5817,19.727,8.25544,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T19:30:01Z,2025-01-01T20:00:00Z,2025-01-02T06:00:00+10:00,billable,0.22,21.80259,general,E1,4.7966,28.177000000000003,5.06934,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T20:00:01Z,2025-01-01T20:30:00Z,2025-01-02T06:30:00+10:00,billable,0.109,16.1448,general,E1,1.7598,45.854,-0.32715,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-02,2025-01-01T20:30:01Z,2025-01-01T21:00:00Z,2025-01-02T07:00:00+10:00,billable,0.135,22.62623,general,E1,3.0545,58.879999999999995,5.85494,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T21:00:01Z,2025-01-01T21:30:00Z,2025-01-02T07:30:00+10:00,billable,0.091,26.24146,general,E1,2.388,64.91,9.30321,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T21:30:01Z,2025-01-01T22:00:00Z,2025-01-02T08:00:00+10:00,billable,0.094,23.24847,general,E1,2.1854,68.828,6.44845,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T22:00:01Z,2025-01-01T22:30:00Z,2025-01-02T08:30:00+10:00,billable,0.093,24.73706,general,E1,2.3005,63.693999999999996,7.86829,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T22:30:01Z,2025-01-01T23:00:00Z,2025-01-02T09:00:00+10:00,billable,0.067,22.35313,general,E1,1.4977,62.797000000000004,5.59446,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T23:00:01Z,2025-01-01T23:30:00Z,2025-01-02T09:30:00+10:00,billable,0.08,21.30524,general,E1,1.7044,64.24499999999999,4.59496,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-01T23:30:01Z,2025-01-02T00:00:00Z,2025-01-02T10:00:00+10:00,billable,0.063,19.47741,general,E1,1.2271,66.929,2.85155,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T00:00:01Z,2025-01-02T00:30:00Z,2025-01-02T10:30:00+10:00,billable,0.063,24.13049,general,E1,1.5202,69.042,7.28973,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T00:30:01Z,2025-01-02T01:00:00Z,2025-01-02T11:00:00+10:00,billable,0.189,22.88615,general,E1,4.3255,63.603,6.10286,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T01:00:01Z,2025-01-02T01:30:00Z,2025-01-02T11:30:00+10:00,billable,0.164,18.06932,general,E1,2.9634,59.12500000000001,1.50849,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T01:30:01Z,2025-01-02T02:00:00Z,2025-01-02T12:00:00+10:00,billable,0.379,13.1678,general,E1,4.9906,59.19799999999999,-3.16666,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-02,2025-01-02T02:00:01Z,2025-01-02T02:30:00Z,2025-01-02T12:30:00+10:00,billable,0.205,12.49933,general,E1,2.5624,58.84,-3.80426,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-02,2025-01-02T02:30:01Z,2025-01-02T03:00:00Z,2025-01-02T13:00:00+10:00,billable,0.171,12.66083,general,E1,2.165,59.78099999999999,-3.65022,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-02,2025-01-02T03:00:01Z,2025-01-02T03:30:00Z,2025-01-02T13:30:00+10:00,billable,0.078,18.95028,general,E1,1.4781,66.11200000000001,2.34876,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T03:30:01Z,2025-01-02T04:00:00Z,2025-01-02T14:00:00+10:00,billable,0.282,21.41996,general,E1,6.0404,62.089000000000006,4.70438,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T04:00:01Z,2025-01-02T04:30:00Z,2025-01-02T14:30:00+10:00,billable,0.108,21.03743,general,E1,2.272,62.795,4.33952,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T04:30:01Z,2025-01-02T05:00:00Z,2025-01-02T15:00:00+10:00,billable,0.138,19.72214,general,E1,2.7217,63.403,3.08498,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T05:00:01Z,2025-01-02T05:30:00Z,2025-01-02T15:30:00+10:00,billable,0.13,20.3563,general,E1,2.6463,62.379,3.68985,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T05:30:01Z,2025-01-02T06:00:00Z,2025-01-02T16:00:00+10:00,billable,0.099,23.65535,general,E1,2.3419,62.318,6.83654,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T06:00:01Z,2025-01-02T06:30:00Z,2025-01-02T16:30:00+10:00,billable,0.204,24.20198,general,E1,4.9372,55.569,7.35792,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T06:30:01Z,2025-01-02T07:00:00Z,2025-01-02T17:00:00+10:00,billable,0.131,23.5675,general,E1,3.0873,49.846000000000004,6.75274,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T07:00:01Z,2025-01-02T07:30:00Z,2025-01-02T17:30:00+10:00,billable,0.126,23.84626,general,E1,3.0046,45.792,7.01863,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T07:30:01Z,2025-01-02T08:00:00Z,2025-01-02T18:00:00+10:00,billable,0.155,23.88754,general,E1,3.7026,43.706,7.058,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T08:00:01Z,2025-01-02T08:30:00Z,2025-01-02T18:30:00+10:00,billable,0.176,24.69584,general,E1,4.3465,36.006,7.82897,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T08:30:01Z,2025-01-02T09:00:00Z,2025-01-02T19:00:00+10:00,billable,0.226,25.82456,general,E1,5.8363,27.112000000000002,8.90556,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T09:00:01Z,2025-01-02T09:30:00Z,2025-01-02T19:30:00+10:00,billable,0.199,26.00392,general,E1,5.1748,22.198999999999998,9.07664,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T09:30:01Z,2025-01-02T10:00:00Z,2025-01-02T20:00:00+10:00,billable,0.263,25.67091,general,E1,6.7514,22.142,8.75901,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2025-01-02,2025-01-02T10:00:01Z,2025-01-02T10:30:00Z,2025-01-02T20:30:00+10:00,billable,0.391,24.90727,general,E1,9.7387,22.62,8.03064,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T10:30:01Z,2025-01-02T11:00:00Z,2025-01-02T21:00:00+10:00,billable,0.565,25.37437,general,E1,14.3365,23.507,8.47617,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T11:00:01Z,2025-01-02T11:30:00Z,2025-01-02T21:30:00+10:00,billable,0.481,25.362,general,E1,12.1991,24.013,8.46437,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T11:30:01Z,2025-01-02T12:00:00Z,2025-01-02T22:00:00+10:00,billable,0.325,26.06538,general,E1,8.4712,23.732,9.13526,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T12:00:01Z,2025-01-02T12:30:00Z,2025-01-02T22:30:00+10:00,billable,0.202,25.63616,general,E1,5.1785,23.406,8.72587,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T12:30:01Z,2025-01-02T13:00:00Z,2025-01-02T23:00:00+10:00,billable,0.226,25.88462,general,E1,5.8499,23.45,8.96285,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T13:00:01Z,2025-01-02T13:30:00Z,2025-01-02T23:30:00+10:00,billable,0.213,26.56876,general,E1,5.6591,22.761,9.61539,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-02,2025-01-02T13:30:01Z,2025-01-02T14:00:00Z,2025-01-03T00:00:00+10:00,billable,0.162,26.35178,general,E1,4.269,22.396,9.40844,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T14:00:01Z,2025-01-02T14:30:00Z,2025-01-03T00:30:00+10:00,billable,0.183,26.11995,general,E1,4.78,22.243,9.18731,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T14:30:01Z,2025-01-02T15:00:00Z,2025-01-03T01:00:00+10:00,billable,0.174,25.63958,general,E1,4.4613,23.335,8.72913,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T15:00:01Z,2025-01-02T15:30:00Z,2025-01-03T01:30:00+10:00,billable,0.164,25.3377,general,E1,4.1554,22.299,8.44119,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T15:30:01Z,2025-01-02T16:00:00Z,2025-01-03T02:00:00+10:00,billable,0.176,25.33687,general,E1,4.4593,22.167,8.4404,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T16:00:01Z,2025-01-02T16:30:00Z,2025-01-03T02:30:00+10:00,billable,0.185,25.30409,general,E1,4.6813,21.969,8.40913,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T16:30:01Z,2025-01-02T17:00:00Z,2025-01-03T03:00:00+10:00,billable,0.179,25.5759,general,E1,4.5781,20.971,8.66839,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T17:00:01Z,2025-01-02T17:30:00Z,2025-01-03T03:30:00+10:00,billable,0.188,25.35599,general,E1,4.7669,22.052,8.45863,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T17:30:01Z,2025-01-02T18:00:00Z,2025-01-03T04:00:00+10:00,billable,0.17,25.65923,general,E1,4.3621,20.958,8.74787,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T18:00:01Z,2025-01-02T18:30:00Z,2025-01-03T04:30:00+10:00,billable,0.172,25.71307,general,E1,4.4226,19.872,8.79922,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T18:30:01Z,2025-01-02T19:00:00Z,2025-01-03T05:00:00+10:00,billable,0.188,25.36774,general,E1,4.7691,19.121,8.46984,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T19:00:01Z,2025-01-02T19:30:00Z,2025-01-03T05:30:00+10:00,billable,0.296,25.46847,general,E1,7.5387,19.303,8.56592,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T19:30:01Z,2025-01-02T20:00:00Z,2025-01-03T06:00:00+10:00,billable,0.233,23.16788,general,E1,5.3981,26.25,6.37158,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T20:00:01Z,2025-01-02T20:30:00Z,2025-01-03T06:30:00+10:00,billable,0.168,17.28057,general,E1,2.9031,42.203,0.75617,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T20:30:01Z,2025-01-02T21:00:00Z,2025-01-03T07:00:00+10:00,billable,0.086,13.45341,general,E1,1.157,55.931,-2.89424,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-02T21:00:01Z,2025-01-02T21:30:00Z,2025-01-03T07:30:00+10:00,billable,0.073,13.28932,general,E1,0.9701,61.646,-3.05075,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-02T21:30:01Z,2025-01-02T22:00:00Z,2025-01-03T08:00:00+10:00,billable,0.076,21.31175,general,E1,1.6197,64.18599999999999,4.60117,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T22:00:01Z,2025-01-02T22:30:00Z,2025-01-03T08:30:00+10:00,billable,0.078,23.96575,general,E1,1.8693,68.959,7.1326,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T22:30:01Z,2025-01-02T23:00:00Z,2025-01-03T09:00:00+10:00,billable,0.085,20.38186,general,E1,1.7325,68.647,3.71423,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T23:00:01Z,2025-01-02T23:30:00Z,2025-01-03T09:30:00+10:00,billable,0.241,20.21707,general,E1,4.8723,65.621,3.55705,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-02T23:30:01Z,2025-01-03T00:00:00Z,2025-01-03T10:00:00+10:00,billable,0.297,36.62856,general,E1,10.8787,68.745,19.2106,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",low
Usage,30,2025-01-03,2025-01-03T00:00:01Z,2025-01-03T00:30:00Z,2025-01-03T10:30:00+10:00,billable,0.302,21.19444,general,E1,6.4007,62.383,4.48928,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2025-01-03,2025-01-03T00:30:01Z,2025-01-03T01:00:00Z,2025-01-03T11:00:00+10:00,billable,0.078,15.95422,general,E1,1.2444,61.285999999999994,-0.50893,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-03T01:00:01Z,2025-01-03T01:30:00Z,2025-01-03T11:30:00+10:00,billable,0.245,12.5083,general,E1,3.0645,63.074,-3.7957,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-03T01:30:01Z,2025-01-03T02:00:00Z,2025-01-03T12:00:00+10:00,billable,0.084,12.35625,general,E1,1.0379,64.937,-3.94073,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-03T02:00:01Z,2025-01-03T02:30:00Z,2025-01-03T12:30:00+10:00,billable,0.118,12.58506,general,E1,1.485,66.418,-3.72249,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-03T02:30:01Z,2025-01-03T03:00:00Z,2025-01-03T13:00:00+10:00,billable,0.377,13.75559,general,E1,5.1859,69.548,-2.60602,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-03T03:00:01Z,2025-01-03T03:30:00Z,2025-01-03T13:30:00+10:00,billable,0.578,13.11572,general,E1,7.5809,69.376,-3.21634,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-03T03:30:01Z,2025-01-03T04:00:00Z,2025-01-03T14:00:00+10:00,billable,0.236,14.07909,general,E1,3.3227,68.082,-2.29746,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2025-01-03,2025-01-03T04:00:01Z,2025-01-03T04:30:00Z,2025-01-03T14:30:00+10:00,billable,0.175,13.45924,general,E1,2.3554,67.282,-2.88868,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",extremelyLow
